City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Lata,PT,40.1629,-8.3327,50.0,47,0,4.0,clear sky
469,Ola,RU,59.5833,151.2833,22.86,59,100,24.18,overcast clouds
470,Okulovka,RU,58.4008,33.2908,30.78,93,70,6.64,snow
471,Sambava,MG,-14.2667,50.1667,77.99,82,16,5.35,few clouds
472,Nizhneudinsk,RU,54.9076,99.0276,37.4,85,100,9.82,light snow
473,Zonguldak,TR,41.25,31.8333,48.78,73,31,2.77,scattered clouds
474,Bonavista,CA,48.6499,-53.1147,35.6,100,17,2.3,few clouds
475,Domoni,KM,-12.2569,44.5319,82.22,79,93,4.54,light rain
476,Atherton,GB,53.5237,-2.4935,43.0,90,40,1.01,scattered clouds
477,Labytnangi,RU,66.6572,66.4183,16.72,94,70,4.34,broken clouds
478,Iquitos,PE,-3.7481,-73.2472,75.2,94,75,3.44,moderate rain
479,Gazli,UZ,40.1333,63.45,54.46,69,90,21.36,overcast clouds
480,Talhar,PK,24.8833,68.8167,98.62,12,0,10.83,clear sky
481,Tahe,CN,52.3333,124.7333,42.24,37,33,9.17,scattered clouds
482,Paszto,HU,47.9202,19.6983,37.99,75,0,6.91,clear sky
483,Viransehir,TR,37.2353,39.7631,51.46,65,8,1.83,clear sky
484,Shubarshi,KZ,48.5872,57.1869,35.65,91,100,11.79,overcast clouds
485,Kodinsk,RU,58.6881,99.1844,34.48,87,98,8.84,overcast clouds
486,Troitskoye,RU,52.9821,84.6757,34.2,87,24,4.92,few clouds
487,Venado Tuerto,AR,-33.7456,-61.9688,64.0,51,45,1.99,scattered clouds
488,Eucaliptus,BO,-17.5833,-67.5167,45.43,76,100,1.63,overcast clouds
489,Victoria,HK,22.2855,114.1577,77.0,84,29,5.01,scattered clouds
490,Carutapera,BR,-1.195,-46.02,75.04,94,74,5.32,broken clouds
491,Inhambane,MZ,-23.865,35.3833,75.2,78,40,9.22,scattered clouds
492,Leningradskiy,RU,69.3833,178.4167,-0.17,94,100,7.31,overcast clouds
493,Ossora,RU,59.2353,163.0719,17.38,80,100,11.27,overcast clouds
494,Strezhevoy,RU,60.7333,77.5889,37.4,70,0,13.42,clear sky
495,Nagapattinam,IN,10.7667,79.8333,91.72,52,88,8.14,overcast clouds
496,Mazatlan,MX,23.2167,-106.4167,73.99,77,20,2.33,few clouds
497,Fairbanks,US,64.8378,-147.7164,30.0,100,90,5.75,light snow
498,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.63,90,44,8.12,scattered clouds
499,Saint-Pierre,RE,-21.3393,55.4781,86.0,58,0,4.61,clear sky
500,Nioro,GM,13.35,-15.75,71.04,64,4,6.93,clear sky
501,Biloela,AU,-24.4167,150.5,75.74,75,100,19.86,overcast clouds
502,Shubarkuduk,KZ,49.1447,56.4872,34.34,97,100,10.56,overcast clouds
503,Sosnovo-Ozerskoye,RU,52.5249,111.5418,38.39,50,99,19.89,overcast clouds
504,Shimoda,JP,34.6667,138.95,68.0,73,75,13.8,broken clouds
505,Elk River,US,45.3038,-93.5672,46.4,56,1,7.02,clear sky
506,Mayo,US,38.8876,-76.5119,46.4,49,75,5.75,broken clouds
507,Baglung,NP,28.2719,83.5898,80.46,5,0,7.43,clear sky
508,Beni,CD,0.5,29.4667,62.98,97,92,3.56,overcast clouds
509,Iqaluit,CA,63.7506,-68.5145,6.8,66,75,12.66,light snow
510,La Romana,DO,18.4273,-68.9728,72.37,87,24,4.32,few clouds
511,Mwene-Ditu,CD,-7.0,23.45,65.08,95,96,2.77,overcast clouds
512,Kardla,EE,58.9978,22.7492,37.99,87,94,10.0,overcast clouds
513,Mehamn,NO,71.0357,27.8492,30.18,83,100,15.3,light snow
514,Gisborne,NZ,-38.6533,178.0042,73.99,46,0,4.0,clear sky
515,Tabuk,PH,17.4189,121.4443,89.92,41,0,2.35,clear sky
516,Tabas,IR,33.5959,56.9244,64.4,25,0,6.91,clear sky
517,Erenhot,CN,43.6475,111.9767,51.76,16,53,10.74,broken clouds
518,Mahanje,TZ,-9.9333,35.3333,66.07,96,100,0.81,overcast clouds
519,Kendari,ID,-3.945,122.4989,90.19,55,87,0.81,overcast clouds
520,Siuna,NI,13.7332,-84.7773,68.36,95,6,4.05,clear sky
521,Svetlaya,RU,46.5389,138.3297,42.04,44,94,5.77,overcast clouds
522,Sijunjung,ID,-0.6876,100.9537,73.94,93,100,2.51,overcast clouds
523,Caravelas,BR,-17.7125,-39.2481,74.28,89,100,4.05,overcast clouds
524,Phan Thiet,VN,10.9333,108.1,89.71,55,50,16.96,scattered clouds
525,Veraval,IN,20.9,70.3667,84.69,55,6,7.36,clear sky
526,Sabha,LY,27.0377,14.4283,63.97,18,0,12.93,clear sky
527,Mataram,ID,-8.5833,116.1167,89.6,55,75,5.75,broken clouds
528,Araouane,ML,18.9048,-3.5265,78.44,6,4,8.01,clear sky
529,Leh,IN,34.1667,77.5833,31.03,25,3,0.94,clear sky
530,Cuencame,MX,24.8711,-103.6964,71.15,38,65,8.77,broken clouds
531,Fukue,JP,32.6881,128.8419,59.0,94,75,8.05,broken clouds
532,Tabou,CI,4.423,-7.3528,78.15,90,46,4.83,scattered clouds
533,Baley,RU,51.6,116.6333,40.82,40,48,13.24,scattered clouds
534,Mount Gambier,AU,-37.8333,140.7667,68.0,60,4,14.97,clear sky
535,Hornepayne,CA,49.2138,-84.7705,33.04,98,100,3.44,overcast clouds
536,Khash,IR,28.2211,61.2158,79.18,13,1,11.63,clear sky
537,Port Hedland,AU,-20.3167,118.5667,100.4,16,74,16.11,broken clouds
538,Derzhavinsk,KZ,51.1,66.3167,35.28,95,100,12.84,snow
539,Tommot,RU,58.9564,126.2925,24.44,68,100,2.77,overcast clouds
540,Dreznica,BA,43.5289,17.2819,48.2,34,75,5.75,broken clouds
541,Orlik,RU,52.5178,99.825,33.69,68,34,4.83,scattered clouds
542,Prince Rupert,CA,54.3161,-130.3201,41.0,87,1,3.44,clear sky
543,Sigli,ID,5.3848,95.9609,86.94,57,100,5.57,overcast clouds
544,Litovko,RU,49.2361,135.1742,45.88,22,0,19.44,clear sky
545,Muli,MV,2.9167,73.5667,83.05,75,17,14.2,few clouds
546,Wynyard,AU,-41.0,145.7167,66.65,44,5,12.44,clear sky
547,Yarmouth,US,41.7057,-70.2286,34.0,80,1,10.33,clear sky
548,Corinto,GR,37.9407,22.9573,57.0,62,15,1.01,few clouds
549,Topchikha,RU,52.8192,83.1185,35.6,55,0,8.95,clear sky
550,Libertador General San Martin,AR,-23.8064,-64.7876,68.0,98,100,0.98,overcast clouds
551,Yamada,JP,39.4667,141.95,48.78,97,100,2.24,moderate rain
552,Grootfontein,NA,-19.5667,18.1167,57.2,88,0,3.44,clear sky
553,Bocas Del Toro,PA,9.3333,-82.25,76.41,80,70,8.32,broken clouds
554,Fort Nelson,CA,58.8053,-122.7002,30.2,64,75,3.44,broken clouds
555,Hami,CN,42.8,93.45,63.16,10,100,14.76,overcast clouds
556,Abnub,EG,27.2696,31.1511,51.8,62,0,11.5,clear sky
557,Maamba,ZM,-17.3667,27.15,65.73,76,9,1.36,clear sky
558,Kununurra,AU,-15.7667,128.7333,95.0,28,99,13.8,overcast clouds
559,Hualmay,PE,-11.0964,-77.6139,69.46,83,74,5.95,broken clouds
560,Neyvo-Shaytanskiy,RU,57.7286,61.2496,35.64,89,100,7.11,overcast clouds
561,Yaan,NG,7.3833,8.5667,78.01,78,72,4.83,broken clouds
562,Igarka,RU,67.4667,86.5833,13.14,91,97,15.19,light snow
563,Ucluelet,CA,48.9329,-125.5528,43.0,79,98,14.12,overcast clouds
564,Champerico,GT,14.3,-91.9167,82.35,71,78,7.47,broken clouds
565,Vasai,IN,19.47,72.8,86.0,61,20,6.91,smoke
566,Muros,ES,42.7762,-9.0603,51.01,66,0,1.99,clear sky
567,Payakumbuh,ID,-0.2202,100.6308,70.66,92,100,3.33,overcast clouds
568,Zhigansk,RU,66.7697,123.3711,-2.97,82,100,5.68,overcast clouds
569,Reno,US,39.5296,-119.8138,62.6,25,75,3.44,broken clouds
570,Saint-Louis,SN,16.3333,-15.0,80.71,18,5,9.08,clear sky
571,Hervey Bay,AU,-25.2986,152.8535,72.0,95,100,5.99,light rain
572,Demba,CD,-5.51,22.2667,68.36,98,100,2.08,light rain
573,Shestakovo,RU,56.4915,103.96,36.55,70,100,12.1,light snow
574,Governador Dix-Sept Rosado,BR,-5.4577,-37.5209,74.97,88,14,4.45,few clouds
575,Matay,EG,28.419,30.7792,59.85,37,0,6.13,clear sky
576,Shieli,KZ,44.1667,66.75,55.18,55,81,14.74,moderate rain
577,Mount Isa,AU,-20.7333,139.5,91.4,24,40,11.5,scattered clouds
578,Lastoursville,GA,-0.8143,12.7287,71.26,98,100,0.72,overcast clouds
579,Juquia,BR,-24.3208,-47.6347,66.15,99,59,0.87,broken clouds
580,Busdi,PH,8.2761,125.2514,87.35,34,99,5.86,overcast clouds
581,Nabire,ID,-3.3667,135.4833,86.65,64,49,6.26,scattered clouds
582,Borovskiy,RU,57.041,65.7202,37.4,70,0,6.71,clear sky
583,Port-Gentil,GA,-0.7193,8.7815,79.88,83,100,12.26,overcast clouds
584,Bongandanga,CD,1.5,21.05,69.24,96,73,2.86,broken clouds
585,Kuching,MY,1.55,110.3333,91.4,58,40,5.75,scattered clouds
586,Ferkessedougou,CI,9.6,-5.2,78.69,46,38,3.47,scattered clouds
587,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,35.6,93,75,11.18,light rain and snow
588,Akoupe,CI,6.39,-3.9003,73.65,99,49,1.54,scattered clouds
589,Hambantota,LK,6.1241,81.1185,86.0,66,0,6.91,clear sky
590,Nishihara,JP,26.1842,127.7558,71.6,83,90,18.41,overcast clouds
591,Pokrovsk,UA,48.282,37.1758,39.09,83,84,5.59,broken clouds
592,Edd,ER,13.9297,41.6925,79.02,73,9,9.35,clear sky
593,Kaeo,NZ,-35.1,173.7833,71.01,63,13,11.01,few clouds
594,Klichka,RU,50.4457,117.996,45.12,32,54,17.83,broken clouds
595,Standerton,ZA,-26.9337,29.2415,57.99,97,49,2.57,scattered clouds
596,Rocha,UY,-34.4833,-54.3333,59.97,95,0,3.56,clear sky
597,Aksarka,RU,66.5606,67.7975,22.71,96,99,3.6,overcast clouds
598,Kochki,RU,54.3358,80.4806,30.87,80,11,5.75,few clouds
599,Pandan,PH,14.0453,124.1694,84.6,60,30,11.72,scattered clouds
600,Cacu,BR,-18.5567,-51.1308,68.5,54,20,2.28,few clouds
601,Cidreira,BR,-30.1811,-50.2056,71.47,79,46,15.46,scattered clouds
602,Puerto Lumbreras,ES,37.5633,-1.8097,51.01,94,2,1.01,clear sky
603,Maldonado,UY,-34.6667,-54.9167,62.6,100,0,4.61,clear sky
604,Cubuk,TR,40.2386,33.0322,41.0,81,40,4.76,scattered clouds
605,Buala,SB,-8.145,159.5921,85.68,71,99,7.16,light rain
606,Wageningen,NL,51.9667,5.6667,42.01,75,90,3.44,overcast clouds
607,Ashland,US,40.8167,-82.2665,53.6,35,1,11.5,clear sky
608,Hofn,IS,64.2539,-15.2082,25.56,62,4,24.45,clear sky
609,Marsh Harbour,BS,26.5412,-77.0636,67.46,54,46,20.36,scattered clouds
610,Revelstoke,CA,50.9832,-118.2023,41.0,93,90,2.3,light rain
611,Umm Lajj,SA,25.0213,37.2685,74.5,27,15,15.75,few clouds
612,La Paz,BO,-16.5,-68.15,41.0,93,75,6.91,fog
613,Katangli,RU,51.7102,143.2326,29.84,66,88,23.64,overcast clouds
614,Quballat,TN,36.5418,9.6633,59.0,77,93,3.44,overcast clouds
615,Douala,CM,4.0483,9.7043,78.8,100,40,3.44,scattered clouds
616,Isiro,CD,2.7739,27.616,68.56,86,89,1.12,overcast clouds
617,Mednogorsk,RU,51.4128,57.595,32.54,99,100,6.96,overcast clouds
618,Sibolga,ID,1.7427,98.7792,84.97,58,100,4.43,overcast clouds
619,Saint-Augustin,CA,51.226,-58.6502,33.8,99,100,8.34,overcast clouds
620,Lodja,CD,-3.4833,23.4333,69.48,97,86,0.54,light rain
621,Mosquera,CO,4.7059,-74.2302,55.4,94,75,4.61,moderate rain
622,Dubbo,AU,-32.25,148.6167,82.4,42,40,4.61,scattered clouds
623,Bowen,AU,-20.0167,148.2333,80.6,78,90,13.8,heavy intensity rain
624,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,30.99,69,90,3.13,overcast clouds
625,Kudahuvadhoo,MV,2.6708,72.8944,82.42,77,33,13.15,scattered clouds
626,Mandalgovi,MN,45.7625,106.2708,44.69,13,0,10.02,clear sky
627,Rio Gallegos,AR,-51.6226,-69.2181,35.6,75,0,4.61,clear sky
628,Ixtapa,MX,20.7,-105.2,75.0,81,15,2.93,few clouds
629,Tambura,SS,5.6,27.4667,71.67,49,54,3.44,broken clouds
630,Halvad,IN,23.0167,71.1833,92.07,26,0,5.53,clear sky
631,Tual,ID,-5.6667,132.75,84.29,69,29,5.66,scattered clouds
632,Ginir,ET,7.1333,40.7,66.7,58,23,3.06,few clouds
633,Itarema,BR,-2.9248,-39.9167,78.1,83,59,10.76,broken clouds
634,Ulladulla,AU,-35.35,150.4667,84.2,48,14,9.22,few clouds
635,Kembolcha,ET,11.0816,39.7434,66.4,57,22,4.18,few clouds
636,Usogorsk,RU,63.4106,48.6872,30.9,89,98,1.14,overcast clouds
637,Ibra,OM,22.6906,58.5334,89.74,16,3,1.32,clear sky
638,Vao,NC,-22.6667,167.4833,76.26,68,61,24.07,broken clouds
639,Daru,PG,-9.0763,143.2092,81.41,75,100,8.16,overcast clouds
640,Uvalde,US,29.3669,-99.767,64.99,68,90,11.5,overcast clouds
641,Angoram,PG,-4.0625,144.0661,79.74,84,100,1.74,overcast clouds
642,Kavaratti,IN,10.5669,72.642,82.49,66,37,10.16,scattered clouds
643,Atikokan,CA,48.7555,-91.6216,36.75,90,100,4.52,overcast clouds
644,Talcahuano,CL,-36.7167,-73.1167,51.8,93,90,2.3,mist
645,Faya,SA,18.3851,42.4509,68.0,45,0,6.91,clear sky
646,Huanren,CN,41.2647,125.3667,50.58,22,3,10.47,clear sky
647,San Joaquin,US,37.9333,-121.3011,55.0,76,1,9.22,clear sky
648,Poienari,RO,45.2167,25.05,37.0,87,96,8.01,overcast clouds
649,Palmares Do Sul,BR,-30.2578,-50.5097,69.96,80,48,13.69,scattered clouds
650,Vega De Alatorre,MX,20.0333,-96.6333,71.64,66,97,3.83,overcast clouds
651,Makakilo City,US,21.3469,-158.0858,73.4,64,1,9.22,clear sky
652,Istok,XK,42.7808,20.4875,35.6,87,90,0.54,light intensity drizzle
653,Goderich,CA,43.7501,-81.7165,39.2,60,3,3.44,clear sky
654,Punta Alta,AR,-38.8759,-62.0736,65.03,73,1,10.69,clear sky
655,Velyka Bahachka,UA,49.7912,33.7226,43.27,62,100,1.68,overcast clouds
656,Sao Filipe,CV,14.8961,-24.4956,72.93,74,99,10.67,overcast clouds
657,Bezhanitsy,RU,56.9767,29.8907,32.27,88,84,6.46,light snow
658,Tautira,PF,-17.7333,-149.15,82.4,74,40,3.44,light rain
659,Ambovombe,MG,-25.1667,46.0833,74.44,74,56,4.21,broken clouds
660,Waddan,LY,29.1614,16.139,66.74,18,3,10.16,clear sky
661,Kushiro,JP,42.975,144.3747,42.8,93,75,3.44,moderate rain
662,Santa Marinella,IT,42.0345,11.8536,50.0,62,20,9.22,few clouds
663,Rognan,NO,67.0953,15.3878,41.0,90,100,4.0,overcast clouds
664,Beira,MZ,-19.8436,34.8389,75.2,88,75,5.5,broken clouds
665,Camana,PE,-16.6228,-72.7111,69.64,88,100,6.2,overcast clouds
666,Evensk,RU,61.95,159.2333,13.06,64,84,20.78,broken clouds
667,Havelock,US,34.8791,-76.9013,46.99,81,1,8.05,clear sky
668,Jalpan,MX,21.2333,-99.4833,61.65,90,100,2.59,overcast clouds
669,Khadzhalmakhi,RU,42.42,47.1821,57.2,54,19,6.71,few clouds
670,San Policarpo,PH,12.1791,125.5072,83.93,62,75,10.87,broken clouds
671,Turayf,SA,31.6725,38.6637,50.0,76,0,6.15,clear sky
672,Miranda,CO,3.2499,-76.2281,71.6,88,75,4.61,broken clouds
673,Frauenfeld,CH,47.5582,8.8985,35.6,75,4,5.75,clear sky
674,Kandrian,PG,-6.2167,149.55,83.89,75,85,5.91,moderate rain
675,Stuhr,DE,53.0333,8.75,41.0,75,75,10.36,broken clouds
676,Dakar,SN,14.6937,-17.4441,66.2,88,0,8.05,clear sky
677,Keti Bandar,PK,24.1447,67.4497,87.82,45,0,9.4,clear sky
678,Saint-Marc-Des-Carrieres,CA,46.6834,-72.0491,28.0,86,6,2.3,clear sky
679,Fortuna Foothills,US,32.6578,-114.4119,79.0,21,1,6.91,clear sky
680,Zorritos,PE,-3.6805,-80.6782,75.52,83,99,4.5,overcast clouds
681,Tucuman,AR,-26.8241,-65.2226,69.8,88,75,4.61,broken clouds
682,Egvekinot,RU,66.3167,-179.1667,-2.52,79,100,15.01,overcast clouds
683,Lat Yao,TH,15.751,99.7893,91.0,62,100,8.84,overcast clouds
684,Esmeraldas,BR,-19.7625,-44.3139,68.0,82,20,8.05,few clouds
685,Luang Prabang,LA,19.8856,102.1347,75.2,83,90,1.88,moderate rain
686,Taga,RO,46.95,24.05,34.0,86,0,2.46,clear sky
687,Talaya,RU,61.3833,152.75,10.94,69,100,9.6,overcast clouds
688,Lashio,MM,22.9333,97.75,79.0,36,99,6.67,overcast clouds
689,Alyangula,AU,-13.8483,136.4192,86.4,51,92,10.4,overcast clouds
690,Pindobacu,BR,-10.7417,-40.3608,67.95,83,10,5.12,clear sky
691,Hobyo,SO,5.3505,48.5268,84.11,65,92,6.46,overcast clouds
692,Rafaela,AR,-31.2503,-61.4867,64.99,76,32,1.99,light rain
693,Nouadhibou,MR,20.931,-17.0347,66.2,77,100,14.97,overcast clouds
694,Bridge Of Earn,GB,56.3484,-3.4065,41.0,78,24,7.0,few clouds
695,Damoh,IN,23.8333,79.45,93.51,5,0,6.02,clear sky
696,Itapuranga,BR,-15.5622,-49.9486,67.84,95,100,3.69,overcast clouds
697,Mwinilunga,ZM,-11.7358,24.4293,60.67,95,95,4.34,overcast clouds
698,Linjiang,CN,41.8069,126.9078,49.28,23,1,6.06,clear sky
699,Vozhega,RU,60.4725,40.2213,27.46,86,71,3.89,broken clouds
700,Otta,NO,61.7712,9.5353,22.03,94,99,0.36,overcast clouds
701,Khovu-Aksy,RU,51.1333,93.6,37.56,45,85,1.54,overcast clouds
